Gene name,Mutated samples,Samples tested
KCNMA1_ENST00000639544,234,1281
KCNMA1_ENST00000457953,234,1281
CDH10,234,1371
KCNMA1_ENST00000640182,234,1281
KCNMA1_ENST00000372443,234,1281
KCNMA1,233,1281
KCNMA1_ENST00000639406,233,1281
KCNMA1_ENST00000286627,233,1281
KCNMA1_ENST00000434208,233,1281
KCNMA1_ENST00000640969,233,1281
CPNE4,233,1281
DNER,233,1311
CPNE4_ENST00000512332,233,1281
CPNE4_ENST00000511604,233,1281
CPNE4_ENST00000502818,233,1281
RBFOX1_ENST00000585867,233,1281
CPNE4_ENST00000429747,233,1281
KCNMA1_ENST00000640141,233,1281
NLGN4X,232,1281
KCNMA1_ENST00000640834,232,1281
ZBTB20_ENST00000462705,232,1311
INPP4B_ENST00000513000,232,1679
INPP4B,232,1679
NLGN4X_ENST00000275857,231,1281
KCNMA1_ENST00000638575,231,1281
TSHZ2,231,1281
GRIK4_ENST00000438375,231,1281
SORCS2,231,1281
ATP8A2_ENST00000255283,231,1281
TENM1_ENST00000371130,231,1281
EXOC4,231,1281
KCNMA1_ENST00000626620,231,1281
NTRK3_ENST00000540489,231,1860
PDZRN4,231,1281
GABRB3_ENST00000299267,231,1281
PLCB1,231,1281
TENM1,231,1281
KCNMA1_ENST00000638759,231,1281
PLCB1_ENST00000378641,231,1281
ZMAT4_ENST00000315769,231,1281
ZMAT4,231,1281
NLGN4X_ENST00000381093,231,1281
NTNG1_ENST00000370067,230,1311
HDAC9_ENST00000417496,230,1281
ALK,230,2087
GRIA4_ENST00000530497,230,1281
TRAPPC9_ENST00000438773,230,1281
TRAPPC9,230,1281
GRIA4_ENST00000525187,230,1281
GABRB3_ENST00000638099,230,1281
GABRB3_ENST00000622697,230,1281
GRIA4_ENST00000393127,230,1281
TMEM178B_ENST00000610315,230,1259
GRIA4,230,1281
GABRB3,230,1281
TMEM178B,230,1259
DGKI_ENST00000614521,229,1281
NTNG1_ENST00000370071,229,1311
NTNG1,229,1311
COL23A1,229,1281
STPG2,229,1281
NTNG1_ENST00000370073,229,1311
NTNG1_ENST00000370074,229,1311
COL11A1_ENST00000358392,228,1281
STXBP5L_ENST00000497029,228,1281
GABRB3_ENST00000636466,228,1281
HCN1,228,1281
STXBP5L_ENST00000492541,228,1281
CDH9,228,1281
SYN3,228,1281
TIAM1_ENST00000541036,228,1281
COL11A1,228,1281
ESRRG_ENST00000493603,228,1281
STXBP5L_ENST00000471454,228,1281
ESRRG_ENST00000366940,228,1281
COL11A1_ENST00000353414,228,1281
TIAM1,228,1281
COL11A1_ENST00000512756,228,1281
STXBP5L_ENST00000472879,228,1281
STXBP5L,228,1281
MARCH1_ENST00000274056,228,1281
ADCY2,227,1281
PLXNA4,227,1281
FAM189A1,227,1259
ZNF423_ENST00000562871,227,1311
GRIK2_ENST00000358361,227,1281
POU6F2,227,1281
NLGN4X_ENST00000381092,227,1281
DOCK3,226,1259
SPOCK3_ENST00000535728,226,1281
PCDHA3,226,1282
EPHB1,226,1687
STK32B_ENST00000510398,226,1281
NCAM1_ENST00000615112,226,1259
LRFN5_ENST00000554171,226,1311
NCAM1_ENST00000618266,226,1259
STK32B_ENST00000512636,226,1281
NCAM1_ENST00000615285,226,1259
GUCY1A2_ENST00000526355,226,1319
PLXNA4_ENST00000321063,226,1281
NCAM1_ENST00000316851,226,1259
DNAH11,225,1281
CELF2_ENST00000631460,225,1281
KIRREL3,225,1259
DNAH11_ENST00000620169,225,1281
NCAM1_ENST00000531044,225,1259
KIRREL3_ENST00000529097,225,1259
SLC9A9,225,1281
PDE4D,225,1281
CELF2_ENST00000416382,225,1281
PRKCB_ENST00000321728,225,1281
NCAM1,225,1259
PRKCB,225,1281
DNAH11_ENST00000328843,225,1281
PRKCB_ENST00000646168,225,1281
PRKCB_ENST00000303531,225,1281
KIF26B,225,1281
PDE10A_ENST00000366882,224,1281
SMYD3_ENST00000630181,224,1281
CACNA2D1_ENST00000356253,224,1281
DPP6_ENST00000619756,224,1371
COL25A1,224,1281
ATP10A,224,1281
CACNA2D1,224,1281
CAMK1D,224,1281
CELF2_ENST00000631816,224,1281
COL25A1_ENST00000642955,224,1281
NTNG1_ENST00000370066,223,1311
PDE10A,223,1281
NTNG1_ENST00000370065,223,1311
CADM2,222,1281
PRIM2,222,1281
GABRB3_ENST00000545868,222,1281
CHODL_ENST00000400128,222,1281
CNTNAP4_ENST00000622250,222,1281
SPOCK1,222,1281
FAM19A2_ENST00000551619,222,1281
CNTNAP4,222,1281
NCAM1_ENST00000401611,222,1259
NCAM1_ENST00000621128,222,1259
NCAM1_ENST00000621850,222,1259
PDE4B,222,1281
CNTNAP4_ENST00000307431,222,1281
CNTNAP4_ENST00000377504,222,1281
NCAM1_ENST00000621518,222,1259
ESRRG_ENST00000359162,221,1281
LARGE1,221,1281
ESRRG_ENST00000361525,221,1281
ZFHX4,221,1289
CELF2,221,1281
COL25A1_ENST00000399127,221,1281
LARGE1_ENST00000402320,221,1281
DACH2_ENST00000613770,221,1281
CAMK1D_ENST00000378845,221,1281
COL25A1_ENST00000399126,221,1281
LARGE1_ENST00000397394,221,1281
KCNH7,221,1281
AFF2_ENST00000370458,220,1281
GRM1_ENST00000492807,220,1281
RORA_ENST00000335670,220,1281
KIRREL3_ENST00000525704,220,1259
GRM1,220,1281
CELF2_ENST00000632728,220,1281
GABRG3_ENST00000333743,220,1259
POU6F2_ENST00000518318,220,1281
GRM1_ENST00000282753,220,1281
PTPRD_ENST00000540109,219,1687
ZNF536,219,1311
CHODL_ENST00000400127,219,1281
PDE1C,219,1281
PTPRD_ENST00000486161,219,1687
SOX5_ENST00000541847,219,1281
PTPRD_ENST00000356435,219,1687
ADAMTS2,219,1311
PTPRD_ENST00000397606,219,1687
FGF13,219,1281
PTPRD_ENST00000537002,219,1687
FGF13_ENST00000441825,219,1281
FGF13_ENST00000626909,219,1281
FAM19A2,219,1281
PTPRD_ENST00000355233,219,1687
MCTP1,219,1281
PTPRD_ENST00000397617,219,1687
CHODL_ENST00000400135,219,1281
PTPRD_ENST00000397611,219,1687
CHODL_ENST00000400131,219,1281
SHANK2_ENST00000601538,219,1281
FAM19A2_ENST00000551449,218,1281
CELF2_ENST00000632065,218,1281
EXOC6B,218,1281
CELF2_ENST00000633077,218,1281
GRM1_ENST00000355289,218,1281
EXOC6B_ENST00000272427,218,1281
AKT3_ENST00000336199,218,1687
GRM1_ENST00000507907,218,1281
ESRRG_ENST00000463665,217,1281
LDLRAD4_ENST00000399848,217,1281
DAB1,217,1281
ESRRG_ENST00000493748,217,1281
PLCB1_ENST00000378637,217,1281
GPM6A,216,1281
GUCY1A2_ENST00000347596,216,1319
GUCY1A2,216,1319
GPM6A_ENST00000506894,216,1281
UNC5C,216,1281
LPP,215,1289
EPHA3,215,1699
BANK1_ENST00000504592,215,1281
AKT3,215,1687
AKT3_ENST00000366540,215,1687
AKT3_ENST00000366539,215,1687
PCDHA4,215,1311
LPP_ENST00000618621,215,1289
CADM1_ENST00000452722,215,1281
FAM19A5,215,1281
COL22A1,215,1311
CADM1_ENST00000542447,214,1281
PCDHA4_ENST00000512229,214,1311
SLC4A10_ENST00000421911,214,1281
SLC4A10_ENST00000415876,214,1281
SLC4A10_ENST00000272716,214,1281
EPHA3_ENST00000494014,214,1699
ADAMTS16,214,1281
SLC4A10_ENST00000375514,214,1281
PDZD2,214,1311
LPP_ENST00000617246,214,1289
SLC4A10,214,1281
ADGRV1_ENST00000645211,213,1281
CDK14,213,1281
ADGRV1,213,1281
LAMA2_ENST00000617695,213,1281
AC011604.2,213,1259
DSCAML1,213,1311
LAMA2,213,1281
CADM1_ENST00000537058,213,1281
CADM1_ENST00000536727,213,1281
DSCAML1_ENST00000527706,213,1311
AC011604.2_ENST00000381541,213,1259
CADM1,213,1281
AGAP1,213,1281
LAMA2_ENST00000618192,213,1281
CHSY3,212,1289
HECW2,212,1281
GNGT1_ENST00000455502,212,1281
DOCK4,211,1259
SLC8A1,211,1281
DOCK4_ENST00000428084,211,1259
PKNOX2,211,1281
TRDN,211,1281
SLC8A1_ENST00000402441,211,1281
GABRB3_ENST00000628124,210,1281
ZNF521_ENST00000584787,210,1319
ZNF521,210,1319
APBA2,210,1311
DSCAM_ENST00000617870,210,1281
NTM_ENST00000427481,210,1281
HECW2_ENST00000644030,210,1281
HECW2_ENST00000644978,210,1281
NTM_ENST00000539799,210,1281
APBA2_ENST00000558330,209,1311
AFF2_ENST00000286437,209,1281
HECW2_ENST00000644256,209,1281
ZNF521_ENST00000538137,209,1319
NCAM1_ENST00000529356,209,1259
APBA2_ENST00000561069,209,1311
LDB2_ENST00000502640,208,1281
KCNH7_ENST00000328032,208,1281
EBF1,208,1281
EBF1_ENST00000517373,208,1281
FBN2,208,1281
LDB2_ENST00000515064,208,1281
LDB2_ENST00000441778,208,1281
LDB2,208,1281
ZFHX4_ENST00000518282,208,1289
EBF1_ENST00000380654,208,1281
AGAP1_ENST00000336665,208,1281
COL22A1_ENST00000435777,208,1311
AKAP6,208,1281
CACNB2_ENST00000396576,207,1281
L3MBTL4_ENST00000317931,207,1311
CACNB2_ENST00000615785,207,1281
LRBA_ENST00000510413,207,1281
LRBA,207,1281
CACNB2_ENST00000617363,207,1281
KALRN_ENST00000360013,207,1311
CREB5_ENST00000396299,207,1281
DNAH14_ENST00000445597,206,1311
CNTNAP4_ENST00000478060,206,1281
MAPK10_ENST00000513186,206,1281
SNX29,206,1281
KCNB2,206,1281
MAPK10_ENST00000641737,206,1281
KSR2_ENST00000339824,206,1281
RAD51B_ENST00000488612,206,1679
FPGT-TNNI3K,206,1260
THSD7A_ENST00000617773,206,1281
CCSER1_ENST00000432775,206,1281
MAPK10_ENST00000641050,206,1281
FGF12,206,1281
GRIA4_ENST00000428631,206,1281
RP1_ENST00000637698,206,1281
MAPK10_ENST00000641831,206,1281
MAPK10_ENST00000641157,206,1281
THSD7A,206,1281
SOX5_ENST00000441133,206,1281
GRIA4_ENST00000393125,206,1281
MAPK10_ENST00000515400,206,1281
MAPK10_ENST00000641391,206,1281
MAPK10_ENST00000641051,206,1281
DKK2_ENST00000510463,205,1281
CNTNAP4_ENST00000476707,205,1281
KSR2,205,1281
CACNB2_ENST00000377319,205,1281
TPO_ENST00000346956,205,1401
TTC28,205,1259
PARD3_ENST00000374794,205,1281
VAV3,205,1281
PARD3_ENST00000374790,205,1281
DKK2_ENST00000513208,205,1281
PIEZO2_ENST00000383408,205,1311
AMPH_ENST00000325590,205,1281
TPO_ENST00000382201,205,1401
PARD3_ENST00000545693,205,1281
VAV3_ENST00000527011,205,1281
PIEZO2_ENST00000302079,205,1311
TPO_ENST00000329066,205,1401
AKAP6_ENST00000557272,205,1281
UNC5C_ENST00000506749,205,1281
PARD3_ENST00000346874,205,1281
TPO,205,1401
PARD3_ENST00000545260,205,1281
AMPH,205,1281
GPR158,205,1281
PARD3_ENST00000374788,205,1281
PARD3_ENST00000350537,205,1281
TMEM108,205,1281
TMEM108_ENST00000393130,205,1281
CNTN1_ENST00000547702,205,1311
PARD3,205,1281
PIEZO2_ENST00000580640,204,1311
PIEZO2,204,1311
GRIN2A,204,1741
ANGPT1,204,1281
ANO3_ENST00000525139,204,1281
TPO_ENST00000382198,204,1401
PCDHGA1,203,1281
PRKD1_ENST00000331968,203,1281
STON1-GTF2A1L_ENST00000402114,203,1259
SYT1_ENST00000552744,203,1311
PDE4D_ENST00000507116,203,1281
XIRP2,202,1281
WDFY4,202,1311
ADGRD1_ENST00000261654,202,1371
XIRP2_ENST00000409728,202,1281
LUZP2_ENST00000620308,202,1281
PHACTR1,202,1259
XIRP2_ENST00000409043,202,1281
PRKD1,202,1281
GRIN2A_ENST00000330684,202,1741
GRIN2A_ENST00000562109,202,1741
PRKD1_ENST00000616995,202,1281
EYA1_ENST00000645793,201,1281
CADPS2_ENST00000615869,201,1281
EYA1_ENST00000647540,201,1281
EYA1_ENST00000643681,201,1281
ANKS1B_ENST00000549558,201,1259
ADAMTS19,201,1311
ADAMTS19_ENST00000274487,201,1311
CADPS2_ENST00000334010,201,1281
CADPS2_ENST00000313070,201,1281
EYA1_ENST00000644712,201,1281
EYA1_ENST00000644229,201,1281
CADPS2_ENST00000412584,201,1281
CACNA2D1_ENST00000423588,201,1281
TLL1,201,1281
PDZRN3,201,1354
CADPS2,201,1281
PXDN,200,1371
NLGN4X_ENST00000538097,200,1281
ADGRD1,200,1371
L3MBTL4,200,1311
COL24A1,200,1281
ULK4,199,1281
ANO2_ENST00000327087,199,1281
EPDR1_ENST00000476620,199,1281
PHACTR3_ENST00000359926,199,1281
ANO2,199,1281
TLL1_ENST00000507499,199,1281
PHACTR1_ENST00000379350,199,1259
ANKS1B_ENST00000549493,198,1259
POU6F2_ENST00000559001,198,1281
ANKS1B_ENST00000549025,198,1259
FOXP1_ENST00000493089,198,1687
ANO2_ENST00000546188,198,1281
ANKS1B_ENST00000547446,198,1259
NPAS3_ENST00000547068,198,1281
NPAS3_ENST00000551008,198,1281
FOXP1_ENST00000318789,198,1687
PCLO,198,1281
ANKS1B_ENST00000550693,198,1259
FOXP1,198,1687
ANKS1B_ENST00000546960,197,1259
SLC35F1,197,1281
PCDHA5,197,1282
AL590132.1,197,1259
ENOX1,197,1281
AL590132.1_ENST00000638983,197,1259
TNNI3K,197,1281
KCNH5_ENST00000394968,197,1281
TMEM232,197,1289
ANKS1B_ENST00000546568,197,1259
TRPS1_ENST00000640765,196,1281
PPP2R2B_ENST00000504198,196,1281
CDKAL1_ENST00000378610,196,1281
PPP2R2B_ENST00000394413,196,1281
CDKAL1,196,1281
DOK6,196,1281
LRBA_ENST00000507224,196,1281
TRPS1,196,1281
PCDHA5_ENST00000529619,196,1282
PPFIA2_ENST00000333447,195,1281
CDK14_ENST00000406263,195,1281
RBFOX3_ENST00000583458,195,1259
KCNQ5_ENST00000628967,195,1281
MECOM_ENST00000494292,195,1281
RBFOX3,195,1259
KCNQ5_ENST00000355194,195,1281
KCNQ5_ENST00000403813,195,1281
KCNQ5_ENST00000402622,195,1281
DMD_ENST00000343523,195,1281
CDK14_ENST00000265741,195,1281
KCNQ5_ENST00000414165,195,1281
NELL2_ENST00000333837,195,1281
PPFIA2_ENST00000443686,195,1281
DAB1_ENST00000371230,195,1281
CFAP54,195,1281
KCNQ5,195,1281
KCNQ5_ENST00000355635,195,1281
CHRM2,195,1281
CDK14_ENST00000436577,195,1281
KCNQ5_ENST00000370398,195,1281
PPFIA2_ENST00000407050,195,1281
RAD51B,195,1679
KCNQ5_ENST00000629977,195,1281
KCNMA1_ENST00000406533,194,1281
RAD51B_ENST00000487270,194,1679
KCNMA1_ENST00000354353,194,1281
LDLRAD4,194,1281
DNAH14_ENST00000430092,194,1311
SUPT3H_ENST00000371459,194,1281
SUPT3H,194,1281
UNC5C_ENST00000504962,194,1281
TRPM3,193,1281
KCTD8,193,1281
SLC25A21_ENST00000555449,193,1281
ANO3,193,1281
FOXP1_ENST00000475937,192,1687
TRPM3_ENST00000377111,192,1281
MYO16_ENST00000251041,192,1311
GHR,192,1281
PCDHGA2,192,1281
LRRC7_ENST00000415775,192,1281
GHR_ENST00000615111,192,1281
RANBP17,192,1281
NAV2_ENST00000360655,192,1281
PCBP3,192,1281
KCNJ6_ENST00000645093,192,1311
RBFOX3_ENST00000584778,192,1259
KAZN_ENST00000636564,192,1281
HTR2C_ENST00000371950,192,1281
LRRC7,192,1281
SLC25A21,192,1281
HTR2C,192,1281
HTR2C_ENST00000371951,192,1281
KCNH5,192,1281
GHR_ENST00000230882,192,1281
PLCL1,192,1281
TRPS1_ENST00000220888,191,1281
CHRM2_ENST00000453373,191,1281
CHRM2_ENST00000320658,191,1281
KCNH5_ENST00000420622,191,1281
CHRM2_ENST00000401861,191,1281
ESRRG_ENST00000361395,191,1281
CDH13_ENST00000567445,191,1259
ESRRG_ENST00000366938,191,1281
PTPRG,190,1281
L3MBTL4_ENST00000400104,190,1311
PPP2R2B_ENST00000336640,190,1281
ESRRG_ENST00000487276,190,1281
ADAMTS2_ENST00000274609,190,1311
TRPS1_ENST00000520276,190,1281
PTPRG_ENST00000295874,190,1281
PPP2R2B,190,1281
DNM3_ENST00000355305,189,1281
DNAH14_ENST00000439375,189,1311
CACNA1E_ENST00000621551,189,1281
CACNA1E_ENST00000358338,189,1281
CACNA1E_ENST00000367567,189,1281
MYO3A_ENST00000265944,189,1311
HBG2_ENST00000380252,189,1259
DNM3,189,1281
ARHGAP24,189,1281
MAST4,189,1281
CFAP47,189,1281
PLCB1_ENST00000629992,189,1281
CACNA1E_ENST00000621791,189,1281
DNM3_ENST00000367731,189,1281
MYO3A,189,1311
MYO3A_ENST00000543632,189,1311
PRR16,188,1281
PRR16_ENST00000379551,188,1281
C8orf34_ENST00000348340,188,1281
SLC30A8_ENST00000521243,188,1281
SLC30A8_ENST00000427715,188,1281
KCNMA1_ENST00000639120,187,1281
BCAS3_ENST00000408905,187,1281
BCAS3,187,1281
BCAS3_ENST00000390652,187,1281
PLCB1_ENST00000404098,187,1281
CACNA1E_ENST00000367570,187,1281
CACNA1E,187,1281
CACNA1E_ENST00000357570,187,1281
BCAS3_ENST00000589222,187,1281
CACNA1E_ENST00000360108,187,1281
PCDHA6,187,1282
ZBTB20_ENST00000471418,187,1311
BCAS3_ENST00000407086,187,1281
CDKN2A_ENST00000578845,187,2912
PHACTR3,187,1281
DACH1_ENST00000611519,186,1259
HYDIN,186,1281
PCDHA6_ENST00000527624,186,1282
BBS9,186,1281
DACH1,186,1259
SLC35F3,186,1281
BBS9_ENST00000396127,186,1281
BBS9_ENST00000355070,186,1281
KCNIP4_ENST00000382149,186,1281
CDKN2A_ENST00000497750,186,2912
CDKN2A_ENST00000479692,186,2912
DACH1_ENST00000619232,186,1259
ZBTB20_ENST00000464560,186,1311
BBS9_ENST00000350941,186,1281
FSHR,186,1281
DACH1_ENST00000620444,186,1259
FSHR_ENST00000304421,185,1281
SLC8A1_ENST00000406785,185,1281
KIF6,185,1281
GABRA2_ENST00000510861,185,1281
KAZN,185,1281
KIF6_ENST00000538893,185,1281
ZFPM2_ENST00000517361,185,1281
TMEM108_ENST00000508711,185,1281
DLC1,185,1281
SLC24A3,184,1281
TMEM108_ENST00000515826,184,1281
PAPPA2_ENST00000367661,184,1281
ALK_ENST00000618119,184,2087
CFAP61,184,1281
SLC24A3_ENST00000613834,184,1281
BNC2,184,1281
RP1_ENST00000636932,184,1281
TMEM132B,184,1281
BNC2_ENST00000380667,183,1281
NYAP2_ENST00000272907,183,1259
TMEM117,183,1281
COL5A1,183,1311
TMEM117_ENST00000551577,183,1281
NYAP2,183,1259
BNC2_ENST00000545497,183,1281
LPP_ENST00000448637,183,1289
COL5A1_ENST00000618395,183,1311
CDH11_ENST00000394156,182,1289
MYO18B,182,1281
GNAS_ENST00000371085,182,2554
EYS_ENST00000342421,182,1281
ARHGAP24_ENST00000503995,182,1281
CDH11,182,1289
MYO18B_ENST00000335473,182,1281
EPHA3_ENST00000452448,181,1699
KIAA0825_ENST00000513200,181,1281
WDPCP,181,1281
MYO18B_ENST00000536101,181,1281
HBE1_ENST00000380237,180,1281
KCNQ5_ENST00000370392,180,1281
ZNF385B_ENST00000410066,180,1259
NAV3,180,1281
GPHN_ENST00000315266,180,1281
NELL2_ENST00000429094,180,1281
APBA2_ENST00000411764,180,1311
GPHN,180,1281
NELL2_ENST00000551601,180,1281
HBE1,180,1281
NELL2_ENST00000395487,180,1281
TRPS1_ENST00000519076,180,1281
APBA2_ENST00000558259,180,1311
NELL2_ENST00000452445,180,1281
NELL2,180,1281
NELL2_ENST00000549027,180,1281
GPHN_ENST00000543237,180,1281
CDH11_ENST00000566827,179,1289
NAV3_ENST00000536525,179,1281
PCDHGA3,179,1262
KMT2C_ENST00000355193,179,1863
IQCM,179,1259
KMT2C,179,1863
FSTL4,178,1281
THSD4,178,1311
SLC44A5,178,1281
NXPH1,178,1281
MAD1L1_ENST00000402746,178,1311
SLC44A5_ENST00000370859,178,1281
SNRPN_ENST00000642807,178,1259
BTBD11,178,1281
MAD1L1_ENST00000399654,178,1311
SNRPN_ENST00000400100,178,1259
SNRPN,178,1259
MAGI2_ENST00000636039,178,1259
ZNF385D,178,1281
PDE4B_ENST00000423207,178,1281
MAD1L1,178,1311
TRPC4_ENST00000379705,178,1311
AGAP1_ENST00000409538,177,1281
TRPC4_ENST00000426868,177,1311
DOCK1_ENST00000280333,177,1281
MGAT4C_ENST00000552808,177,1281
TRPC4_ENST00000358477,177,1311
TRPC4_ENST00000338947,177,1311
MBD5_ENST00000638043,177,1281
MBD5_ENST00000642680,177,1281
TRPC4_ENST00000379673,177,1311
DOCK2_ENST00000540750,177,1281
MAD1L1_ENST00000265854,177,1311
RNF150_ENST00000420921,177,1281
NRG3_ENST00000545131,177,1281
DNM3_ENST00000520906,177,1281
CNTNAP2_ENST00000628930,177,1281
TRPC4_ENST00000355779,177,1311
BTBD11_ENST00000420571,177,1281
KCNIP1_ENST00000377360,177,1285
CREB5,177,1281
MGAT4C_ENST00000620241,177,1281
MBD5,177,1281
DOCK1,177,1281
GRIN2B,176,1311
MGAT4C_ENST00000552435,176,1281
PID1_ENST00000409462,176,1281
FHOD3_ENST00000359247,176,1281
MAPK10_ENST00000641120,176,1281
DCHS2_ENST00000357232,176,1281
MAPK10_ENST00000639972,176,1281
MAPK10_ENST00000642023,176,1281
MAPK10_ENST00000641313,176,1281
CACNA1B_ENST00000371363,176,1281
MAPK10_ENST00000641274,176,1281
MAPK10_ENST00000361569,176,1281
FHOD3_ENST00000257209,176,1281
MUC16,176,1311
KALRN_ENST00000460856,176,1311
MAPK10_ENST00000641902,176,1281
PID1_ENST00000392055,176,1281
PID1_ENST00000392054,176,1281
MAPK10_ENST00000642009,176,1281
MAPK10_ENST00000641862,176,1281
FHOD3,176,1281
LHFPL6,176,1281
MAPK10_ENST00000641657,176,1281
CACNA1B_ENST00000371357,176,1281
MAPK10_ENST00000395160,176,1281
KALRN,176,1311
MAPK10_ENST00000641952,176,1281
CACNA1B,176,1281
DAB1_ENST00000414851,176,1281
MAPK10_ENST00000641297,176,1281
MAPK10_ENST00000641718,176,1281
MAPK10_ENST00000641170,176,1281
MAPK10_ENST00000641384,176,1281
CACNA1B_ENST00000371355,176,1281
FOXP2_ENST00000403559,175,1281
GFRA1_ENST00000369236,175,1281
GFRA1_ENST00000439649,175,1281
CACNA1B_ENST00000277551,175,1281
FOXP2,175,1281
RSRC1_ENST00000464171,175,1281
ATP2B2_ENST00000646379,175,1281
PDE4D_ENST00000515835,175,1281
GABRA3,175,1281
RSRC1_ENST00000480820,175,1281
CACNA1B_ENST00000277549,175,1281
ADAMTSL1,175,1281
PHACTR3_ENST00000541461,175,1281
PKHD1,175,1289
FOXP2_ENST00000393491,175,1281
PCDHA7,175,1282
FAM19A5_ENST00000358295,175,1281
DNAH9,174,1311
FBXL17,174,1281
RSRC1,174,1281
DNAH9_ENST00000454412,174,1311
UNC79,174,1281
RSRC1_ENST00000475278,174,1281
VAT1L,174,1311
FBXL17_ENST00000359660,174,1281
FBXL17_ENST00000619412,174,1281
CNBD1_ENST00000620844,174,1259
DAB1_ENST00000420954,174,1281
FMN2_ENST00000545751,174,1281
LRRC7_ENST00000370958,174,1281
ANK3_ENST00000373827,174,1281
RSRC1_ENST00000312179,174,1281
RSRC1_ENST00000295930,174,1281
PCDHGB1,174,1281
GRIK1_ENST00000399907,173,1281
GRIK1,173,1281
DAB1_ENST00000371231,173,1281
DISC1_ENST00000366637,173,1281
GRIK1_ENST00000399914,173,1281
FAM172A_ENST00000505869,173,1281
TPK1_ENST00000378099,173,1281
ESR1,173,1801
CCDC85A,173,1281
FAM172A_ENST00000509163,173,1281
GRIK1_ENST00000389125,173,1281
DIAPH3,173,1281
TPK1,173,1281
DISC1_ENST00000622252,173,1281
DISC1_ENST00000620189,173,1281
FAM172A,173,1281
GRIK1_ENST00000399909,173,1281
DISC1_ENST00000439617,173,1281
GRIK1_ENST00000399913,173,1281
GRIK1_ENST00000389124,173,1281
AC117457.1,173,1259
KAZN_ENST00000503743,172,1281
CDH23_ENST00000622827,172,1281
SLC8A1_ENST00000408028,172,1281
DIAPH3_ENST00000377908,172,1281
FRMD4A_ENST00000493380,172,1281
DIAPH3_ENST00000400319,172,1281
BTBD11_ENST00000490090,172,1281
TRHDE,172,1281
DIAPH3_ENST00000400320,172,1281
MYO3B_ENST00000409044,172,1281
MYO3B,172,1281
PCLO_ENST00000423517,172,1281
CDH23_ENST00000224721,172,1281
SLC8A1_ENST00000332839,172,1281
SLC8A1_ENST00000405901,172,1281
SLC8A1_ENST00000406391,172,1281
PDE4D_ENST00000502575,172,1281
RAD51B_ENST00000471583,171,1679
SORCS2_ENST00000329016,171,1281
AL035078.4,171,1259
AC026316.5,171,1259
CEP128_ENST00000281129,171,1281
CCDC178_ENST00000403303,171,1281
FSTL4_ENST00000621681,171,1281
CEP128,171,1281
NRG1_ENST00000356819,171,1311
TG,171,1311
CCDC178_ENST00000383096,171,1281
RPH3A_ENST00000543106,171,1281
FOXP2_ENST00000635534,171,1281
CCDC178_ENST00000300227,171,1281
UBE2E2,170,1281
CCDC178_ENST00000579916,170,1281
CCDC178,170,1281
MCTP1_ENST00000312216,170,1281
TSHZ2_ENST00000603338,170,1281
CHRM3,170,1281
MCTP1_ENST00000429576,170,1281
PDE1A,170,1281
NRG1_ENST00000405005,170,1311
NRG1,170,1311
FPGT-TNNI3K_ENST00000370899,170,1259
ABCA12,170,1281
CREB5_ENST00000396300,170,1281
EVC2_ENST00000310917,169,1281
TMTC1_ENST00000256062,169,1281
LIMCH1_ENST00000513024,169,1259
MAGI1_ENST00000330909,169,1289
MMP26,169,1281
AGAP1_ENST00000614409,169,1281
DLGAP2_ENST00000612087,169,1289
TCF4,169,1281
PDZRN3_ENST00000308537,169,1354
AGAP1_ENST00000428334,169,1281
EVC2,169,1281
CELF2_ENST00000417956,169,1281
FAM172A_ENST00000509739,169,1281
MAGI1,169,1289
UBE2E2_ENST00000425792,169,1281
PDZRN3_ENST00000466780,169,1354
CUBN,169,1311
NRG1_ENST00000521670,168,1311
TMTC1,168,1281
LIMCH1_ENST00000508501,168,1259
LIMCH1_ENST00000512946,168,1259
LIMCH1_ENST00000512820,168,1259
FBXL17_ENST00000496714,168,1281
KCTD16_ENST00000512467,168,1281
PCDHGA4,168,1262
SEMA3E,168,1281
SCFD2,168,1281
EPHA6_ENST00000514100,168,1281
LIMCH1_ENST00000512632,168,1259
CELF2_ENST00000399850,168,1281
LIMCH1_ENST00000313860,168,1259
FOXP2_ENST00000393494,168,1281
TMTC1_ENST00000551659,168,1281
TMTC1_ENST00000552618,168,1281
SEMA3E_ENST00000307792,168,1281
ZNF423_ENST00000535559,168,1311
FOXP2_ENST00000350908,167,1281
SCAPER,167,1281
CELF2_ENST00000608830,167,1281
FOXP2_ENST00000393498,167,1281
FOXP2_ENST00000393489,167,1281
PPFIA2_ENST00000550359,167,1281
AGMO,167,1281
MAGI1_ENST00000483466,167,1289
SCFD2_ENST00000388940,167,1281
CELF2_ENST00000609692,167,1281
EPHA6_ENST00000502694,167,1281
DLGAP1_ENST00000639615,167,1281
EPB41L3_ENST00000545076,167,1281
MAGI1_ENST00000497477,167,1289
GFRA1,167,1281
CHRM3_ENST00000615928,166,1281
UNC5D_ENST00000453357,166,1281
ANO4_ENST00000644049,166,1281
ARHGAP6,166,1311
CCDC178_ENST00000579947,166,1281
GMDS,166,1281
C8orf34_ENST00000325233,166,1281
DISC1_ENST00000535983,166,1281
ADK_ENST00000539909,166,1281
ADK,166,1281
SHISA6_ENST00000432116,165,1259
MCC,165,1281
ANK2_ENST00000394537,165,1281
ANK2,165,1281
GAS7,165,1281
